Gene stable ID,Gene stable ID version,Ensembl_ID,Transcript stable ID version,Ensembl Canonical,Gene type
ENSMUSG00000020083,ENSMUSG00000020083.14,ENSMUST00000141724,ENSMUST00000141724.8,1,protein_coding
ENSMUSG00000068299,ENSMUSG00000068299.12,ENSMUST00000095757,ENSMUST00000095757.4,1,protein_coding
ENSMUSG00000032547,ENSMUSG00000032547.13,ENSMUST00000175883,ENSMUST00000175883.8,1,protein_coding
ENSMUSG00000044312,ENSMUSG00000044312.5,ENSMUST00000050103,ENSMUST00000050103.2,1,protein_coding
ENSMUSG00000057103,ENSMUSG00000057103.12,ENSMUST00000239124,ENSMUST00000239124.2,1,protein_coding
ENSMUSG00000017309,ENSMUSG00000017309.12,ENSMUST00000107164,ENSMUST00000107164.3,1,protein_coding
ENSMUSG00000023886,ENSMUSG00000023886.11,ENSMUST00000233344,ENSMUST00000233344.2,1,protein_coding
ENSMUSG00000037167,ENSMUSG00000037167.6,ENSMUST00000040437,ENSMUST00000040437.6,1,protein_coding
ENSMUSG00000061972,ENSMUSG00000061972.4,ENSMUST00000216328,ENSMUST00000216328.2,1,protein_coding
ENSMUSG00000031079,ENSMUSG00000031079.13,ENSMUST00000040667,ENSMUST00000040667.13,1,protein_coding
ENSMUSG00000028539,ENSMUSG00000028539.15,ENSMUST00000070816,ENSMUST00000070816.9,1,protein_coding
ENSMUSG00000019806,ENSMUSG00000019806.14,ENSMUST00000019942,ENSMUST00000019942.6,1,protein_coding
ENSMUSG00000026705,ENSMUSG00000026705.17,ENSMUST00000111611,ENSMUST00000111611.8,1,protein_coding
ENSMUSG00000092077,ENSMUSG00000092077.3,ENSMUST00000214376,ENSMUST00000214376.2,1,protein_coding
ENSMUSG00000062814,ENSMUSG00000062814.10,ENSMUST00000072593,ENSMUST00000072593.9,1,protein_coding
ENSMUSG00000048728,ENSMUSG00000048728.16,ENSMUST00000163301,ENSMUST00000163301.8,1,protein_coding
ENSMUSG00000095316,ENSMUSG00000095316.2,ENSMUST00000096511,ENSMUST00000096511.5,1,protein_coding
ENSMUSG00000091531,ENSMUSG00000091531.3,ENSMUST00000217590,ENSMUST00000217590.2,1,protein_coding
ENSMUSG00000049618,ENSMUSG00000049618.7,ENSMUST00000173472,ENSMUST00000173472.3,1,protein_coding
ENSMUSG00000095858,ENSMUSG00000095858.5,ENSMUST00000215398,ENSMUST00000215398.2,1,protein_coding
ENSMUSG00000029121,ENSMUSG00000029121.17,ENSMUST00000114158,ENSMUST00000114158.9,1,protein_coding
ENSMUSG00000068122,ENSMUSG00000068122.11,ENSMUST00000089188,ENSMUST00000089188.9,1,protein_coding
ENSMUSG00000037031,ENSMUSG00000037031.11,ENSMUST00000047883,ENSMUST00000047883.11,1,protein_coding
ENSMUSG00000049321,ENSMUSG00000049321.18,ENSMUST00000116378,ENSMUST00000116378.8,1,protein_coding
ENSMUSG00000030216,ENSMUSG00000030216.13,ENSMUST00000116514,ENSMUST00000116514.4,1,protein_coding
ENSMUSG00000000386,ENSMUSG00000000386.19,ENSMUST00000113768,ENSMUST00000113768.8,1,protein_coding
ENSMUSG00000028571,ENSMUSG00000028571.16,ENSMUST00000030305,ENSMUST00000030305.13,1,protein_coding
ENSMUSG00000035545,ENSMUSG00000035545.14,ENSMUST00000121270,ENSMUST00000121270.8,1,protein_coding
ENSMUSG00000026603,ENSMUSG00000026603.14,ENSMUST00000027897,ENSMUST00000027897.8,1,protein_coding
ENSMUSG00000047515,ENSMUSG00000047515.9,ENSMUST00000203499,ENSMUST00000203499.2,1,protein_coding
ENSMUSG00000031089,ENSMUSG00000031089.8,ENSMUST00000033414,ENSMUST00000033414.8,1,protein_coding
ENSMUSG00000081225,ENSMUSG00000081225.4,ENSMUST00000097972,ENSMUST00000097972.5,1,protein_coding
ENSMUSG00000101818,ENSMUSG00000101818.2,ENSMUST00000189511,ENSMUST00000189511.2,1,protein_coding
ENSMUSG00000058388,ENSMUSG00000058388.15,ENSMUST00000063717,ENSMUST00000063717.14,1,protein_coding
ENSMUSG00000059412,ENSMUSG00000059412.8,ENSMUST00000041005,ENSMUST00000041005.6,1,protein_coding
ENSMUSG00000053175,ENSMUSG00000053175.18,ENSMUST00000120537,ENSMUST00000120537.8,1,protein_coding
ENSMUSG00000023341,ENSMUSG00000023341.17,ENSMUST00000190447,ENSMUST00000190447.8,1,protein_coding
ENSMUSG00000043432,ENSMUSG00000043432.8,ENSMUST00000058358,ENSMUST00000058358.8,1,protein_coding
ENSMUSG00000015501,ENSMUSG00000015501.11,ENSMUST00000191138,ENSMUST00000191138.7,1,protein_coding
ENSMUSG00000068117,ENSMUSG00000068117.11,ENSMUST00000229119,ENSMUST00000229119.2,1,protein_coding
ENSMUSG00000092216,ENSMUSG00000092216.4,ENSMUST00000172815,ENSMUST00000172815.4,1,protein_coding
ENSMUSG00000042251,ENSMUSG00000042251.13,ENSMUST00000112393,ENSMUST00000112393.9,1,protein_coding
ENSMUSG00000030785,ENSMUSG00000030785.9,ENSMUST00000033049,ENSMUST00000033049.9,1,protein_coding
ENSMUSG00000049148,ENSMUSG00000049148.9,ENSMUST00000061925,ENSMUST00000061925.5,1,protein_coding
ENSMUSG00000017314,ENSMUSG00000017314.13,ENSMUST00000100398,ENSMUST00000100398.5,1,protein_coding
ENSMUSG00000063838,ENSMUSG00000063838.7,ENSMUST00000076831,ENSMUST00000076831.7,1,protein_coding
ENSMUSG00000062944,ENSMUSG00000062944.5,ENSMUST00000078816,ENSMUST00000078816.5,1,protein_coding
ENSMUSG00000020335,ENSMUSG00000020335.14,ENSMUST00000109124,ENSMUST00000109124.10,1,protein_coding
ENSMUSG00000000385,ENSMUSG00000000385.9,ENSMUST00000000395,ENSMUST00000000395.8,1,protein_coding
ENSMUSG00000072983,ENSMUSG00000072983.5,ENSMUST00000109123,ENSMUST00000109123.2,1,protein_coding
ENSMUSG00000044835,ENSMUSG00000044835.16,ENSMUST00000052245,ENSMUST00000052245.9,1,protein_coding
ENSMUSG00000032254,ENSMUSG00000032254.11,ENSMUST00000034815,ENSMUST00000034815.9,1,protein_coding
ENSMUSG00000049160,ENSMUSG00000049160.16,ENSMUST00000135643,ENSMUST00000135643.8,1,protein_coding
ENSMUSG00000003429,ENSMUSG00000003429.12,ENSMUST00000003521,ENSMUST00000003521.10,1,protein_coding
ENSMUSG00000031311,ENSMUSG00000031311.18,ENSMUST00000033673,ENSMUST00000033673.7,1,protein_coding
ENSMUSG00000029122,ENSMUSG00000029122.12,ENSMUST00000031005,ENSMUST00000031005.11,1,protein_coding
ENSMUSG00000001424,ENSMUSG00000001424.15,ENSMUST00000001460,ENSMUST00000001460.14,1,protein_coding
ENSMUSG00000051728,ENSMUSG00000051728.8,ENSMUST00000062638,ENSMUST00000062638.8,1,protein_coding
ENSMUSG00000024078,ENSMUSG00000024078.8,ENSMUST00000024882,ENSMUST00000024882.8,1,protein_coding
ENSMUSG00000039639,ENSMUSG00000039639.8,ENSMUST00000051705,ENSMUST00000051705.7,1,protein_coding
ENSMUSG00000013275,ENSMUSG00000013275.10,ENSMUST00000086559,ENSMUST00000086559.7,1,protein_coding
ENSMUSG00000014686,ENSMUSG00000014686.9,ENSMUST00000014830,ENSMUST00000014830.8,1,protein_coding
ENSMUSG00000022181,ENSMUSG00000022181.17,ENSMUST00000162350,ENSMUST00000162350.3,1,protein_coding
ENSMUSG00000094884,ENSMUSG00000094884.4,ENSMUST00000215518,ENSMUST00000215518.2,1,protein_coding
ENSMUSG00000070873,ENSMUSG00000070873.6,ENSMUST00000117550,ENSMUST00000117550.2,1,protein_coding
ENSMUSG00000095603,ENSMUSG00000095603.5,ENSMUST00000214704,ENSMUST00000214704.2,1,protein_coding
ENSMUSG00000048424,ENSMUSG00000048424.19,ENSMUST00000227191,ENSMUST00000227191.3,1,protein_coding
ENSMUSG00000022949,ENSMUSG00000022949.10,ENSMUST00000023670,ENSMUST00000023670.4,1,protein_coding
ENSMUSG00000022253,ENSMUSG00000022253.18,ENSMUST00000190591,ENSMUST00000190591.10,1,protein_coding
ENSMUSG00000022951,ENSMUSG00000022951.18,ENSMUST00000060005,ENSMUST00000060005.15,1,protein_coding
ENSMUSG00000031312,ENSMUSG00000031312.6,ENSMUST00000033674,ENSMUST00000033674.6,1,protein_coding
ENSMUSG00000039116,ENSMUSG00000039116.8,ENSMUST00000238680,ENSMUST00000238680.2,1,protein_coding
ENSMUSG00000044162,ENSMUSG00000044162.13,ENSMUST00000212375,ENSMUST00000212375.2,1,protein_coding
ENSMUSG00000014164,ENSMUSG00000014164.16,ENSMUST00000160860,ENSMUST00000160860.9,1,protein_coding
ENSMUSG00000007836,ENSMUSG00000007836.7,ENSMUST00000007980,ENSMUST00000007980.7,1,protein_coding
ENSMUSG00000043298,ENSMUSG00000043298.9,ENSMUST00000068293,ENSMUST00000068293.4,1,protein_coding
ENSMUSG00000032548,ENSMUSG00000032548.15,ENSMUST00000035148,ENSMUST00000035148.13,1,protein_coding
ENSMUSG00000049939,ENSMUSG00000049939.7,ENSMUST00000062304,ENSMUST00000062304.7,1,protein_coding
ENSMUSG00000050248,ENSMUSG00000050248.12,ENSMUST00000056365,ENSMUST00000056365.9,1,protein_coding
ENSMUSG00000019868,ENSMUSG00000019868.17,ENSMUST00000154132,ENSMUST00000154132.8,1,protein_coding
ENSMUSG00000049001,ENSMUSG00000049001.6,ENSMUST00000054351,ENSMUST00000054351.6,1,protein_coding
ENSMUSG00000023885,ENSMUSG00000023885.10,ENSMUST00000170872,ENSMUST00000170872.3,1,protein_coding
ENSMUSG00000022684,ENSMUSG00000022684.16,ENSMUST00000023365,ENSMUST00000023365.13,1,protein_coding
ENSMUSG00000020826,ENSMUSG00000020826.10,ENSMUST00000018610,ENSMUST00000018610.7,1,protein_coding
ENSMUSG00000048897,ENSMUSG00000048897.16,ENSMUST00000164056,ENSMUST00000164056.9,1,protein_coding
ENSMUSG00000063188,ENSMUSG00000063188.5,ENSMUST00000216844,ENSMUST00000216844.2,1,protein_coding
ENSMUSG00000030217,ENSMUSG00000030217.3,ENSMUST00000032341,ENSMUST00000032341.3,1,protein_coding
ENSMUSG00000043411,ENSMUSG00000043411.16,ENSMUST00000055131,ENSMUST00000055131.13,1,protein_coding
ENSMUSG00000050002,ENSMUSG00000050002.15,ENSMUST00000051490,ENSMUST00000051490.15,1,protein_coding
ENSMUSG00000029123,ENSMUSG00000029123.9,ENSMUST00000094836,ENSMUST00000094836.6,1,protein_coding
ENSMUSG00000002428,ENSMUSG00000002428.13,ENSMUST00000002502,ENSMUST00000002502.12,1,protein_coding
ENSMUSG00000059201,ENSMUSG00000059201.13,ENSMUST00000069789,ENSMUST00000069789.12,1,protein_coding
ENSMUSG00000032278,ENSMUSG00000032278.12,ENSMUST00000034817,ENSMUST00000034817.11,1,protein_coding
ENSMUSG00000059687,ENSMUSG00000059687.5,ENSMUST00000218675,ENSMUST00000218675.2,1,protein_coding
ENSMUSG00000022683,ENSMUSG00000022683.14,ENSMUST00000023364,ENSMUST00000023364.7,1,protein_coding
ENSMUSG00000017316,ENSMUSG00000017316.14,ENSMUST00000017460,ENSMUST00000017460.6,1,protein_coding
ENSMUSG00000062329,ENSMUSG00000062329.5,ENSMUST00000073554,ENSMUST00000073554.4,1,protein_coding
ENSMUSG00000019865,ENSMUSG00000019865.10,ENSMUST00000020015,ENSMUST00000020015.10,1,protein_coding
ENSMUSG00000118559,ENSMUSG00000118559.3,ENSMUST00000239037,ENSMUST00000239037.2,1,protein_coding
ENSMUSG00000044542,ENSMUSG00000044542.4,ENSMUST00000051159,ENSMUST00000051159.3,1,protein_coding
ENSMUSG00000030218,ENSMUSG00000030218.3,ENSMUST00000032342,ENSMUST00000032342.3,1,protein_coding
ENSMUSG00000042178,ENSMUSG00000042178.7,ENSMUST00000044660,ENSMUST00000044660.6,1,protein_coding
ENSMUSG00000036782,ENSMUSG00000036782.14,ENSMUST00000115317,ENSMUST00000115317.9,1,protein_coding
ENSMUSG00000019867,ENSMUSG00000019867.5,ENSMUST00000020016,ENSMUST00000020016.5,1,protein_coding
ENSMUSG00000048450,ENSMUSG00000048450.11,ENSMUST00000063116,ENSMUST00000063116.10,1,protein_coding
ENSMUSG00000050343,ENSMUSG00000050343.3,ENSMUST00000213259,ENSMUST00000213259.2,1,protein_coding
ENSMUSG00000034413,ENSMUSG00000034413.15,ENSMUST00000053020,ENSMUST00000053020.8,1,protein_coding
ENSMUSG00000061952,ENSMUSG00000061952.7,ENSMUST00000213291,ENSMUST00000213291.3,1,protein_coding
ENSMUSG00000032549,ENSMUSG00000032549.8,ENSMUST00000035155,ENSMUST00000035155.8,1,protein_coding
ENSMUSG00000030219,ENSMUSG00000030219.14,ENSMUST00000032343,ENSMUST00000032343.7,1,protein_coding
ENSMUSG00000029184,ENSMUSG00000029184.6,ENSMUST00000214668,ENSMUST00000214668.2,1,protein_coding
ENSMUSG00000054115,ENSMUSG00000054115.13,ENSMUST00000096482,ENSMUST00000096482.10,1,protein_coding
ENSMUSG00000032252,ENSMUSG00000032252.15,ENSMUST00000185675,ENSMUST00000185675.7,1,protein_coding
ENSMUSG00000017311,ENSMUSG00000017311.16,ENSMUST00000177304,ENSMUST00000177304.8,1,protein_coding
ENSMUSG00000049848,ENSMUSG00000049848.8,ENSMUST00000052605,ENSMUST00000052605.8,1,protein_coding
ENSMUSG00000046846,ENSMUSG00000046846.5,ENSMUST00000056949,ENSMUST00000056949.5,1,protein_coding
ENSMUSG00000060918,ENSMUSG00000060918.3,ENSMUST00000213415,ENSMUST00000213415.2,1,protein_coding
ENSMUSG00000016283,ENSMUSG00000016283.14,ENSMUST00000171139,ENSMUST00000171139.3,1,protein_coding
ENSMUSG00000059397,ENSMUSG00000059397.3,ENSMUST00000217480,ENSMUST00000217480.2,1,protein_coding
ENSMUSG00000057890,ENSMUSG00000057890.6,ENSMUST00000073543,ENSMUST00000073543.2,1,protein_coding
ENSMUSG00000072664,ENSMUSG00000072664.12,ENSMUST00000022861,ENSMUST00000022861.9,1,protein_coding
ENSMUSG00000062524,ENSMUSG00000062524.5,ENSMUST00000006792,ENSMUST00000006792.6,1,protein_coding
ENSMUSG00000024190,ENSMUSG00000024190.8,ENSMUST00000025025,ENSMUST00000025025.7,1,protein_coding
ENSMUSG00000032553,ENSMUSG00000032553.15,ENSMUST00000035157,ENSMUST00000035157.10,1,protein_coding
ENSMUSG00000049152,ENSMUSG00000049152.12,ENSMUST00000072403,ENSMUST00000072403.7,1,protein_coding
ENSMUSG00000039910,ENSMUSG00000039910.11,ENSMUST00000219558,ENSMUST00000219558.2,1,protein_coding
ENSMUSG00000048217,ENSMUSG00000048217.12,ENSMUST00000055409,ENSMUST00000055409.6,1,protein_coding
ENSMUSG00000090894,ENSMUSG00000090894.5,ENSMUST00000216472,ENSMUST00000216472.2,1,protein_coding
ENSMUSG00000036769,ENSMUSG00000036769.15,ENSMUST00000035766,ENSMUST00000035766.13,1,protein_coding
ENSMUSG00000005312,ENSMUSG00000005312.16,ENSMUST00000058735,ENSMUST00000058735.12,1,protein_coding
ENSMUSG00000090675,ENSMUSG00000090675.3,ENSMUST00000214259,ENSMUST00000214259.2,1,protein_coding
ENSMUSG00000051611,ENSMUSG00000051611.10,ENSMUST00000213274,ENSMUST00000213274.2,1,protein_coding
ENSMUSG00000068113,ENSMUSG00000068113.7,ENSMUST00000116614,ENSMUST00000116614.3,1,protein_coding
ENSMUSG00000020364,ENSMUSG00000020364.15,ENSMUST00000109119,ENSMUST00000109119.8,1,protein_coding
ENSMUSG00000090102,ENSMUSG00000090102.2,ENSMUST00000118300,ENSMUST00000118300.2,1,protein_coding
ENSMUSG00000020921,ENSMUSG00000020921.7,ENSMUST00000021296,ENSMUST00000021296.7,1,protein_coding
ENSMUSG00000039891,ENSMUSG00000039891.7,ENSMUST00000037964,ENSMUST00000037964.7,1,protein_coding
ENSMUSG00000030770,ENSMUSG00000030770.16,ENSMUST00000033030,ENSMUST00000033030.14,1,protein_coding
ENSMUSG00000084063,ENSMUSG00000084063.2,ENSMUST00000120734,ENSMUST00000120734.2,1,protein_coding
ENSMUSG00000061469,ENSMUSG00000061469.4,ENSMUST00000126189,ENSMUST00000126189.3,1,protein_coding
ENSMUSG00000021552,ENSMUSG00000021552.8,ENSMUST00000091579,ENSMUST00000091579.6,1,protein_coding
ENSMUSG00000039879,ENSMUSG00000039879.10,ENSMUST00000037879,ENSMUST00000037879.8,1,protein_coding
ENSMUSG00000081218,ENSMUSG00000081218.2,ENSMUST00000119285,ENSMUST00000119285.2,1,protein_coding
ENSMUSG00000020922,ENSMUSG00000020922.12,ENSMUST00000021297,ENSMUST00000021297.6,1,protein_coding
ENSMUSG00000093923,ENSMUSG00000093923.8,ENSMUST00000101667,ENSMUST00000101667.10,1,protein_coding
ENSMUSG00000078453,ENSMUSG00000078453.4,ENSMUST00000020002,ENSMUST00000020002.9,1,protein_coding
ENSMUSG00000045942,ENSMUSG00000045942.14,ENSMUST00000231433,ENSMUST00000231433.2,1,protein_coding
ENSMUSG00000096620,ENSMUSG00000096620.3,ENSMUST00000096469,ENSMUST00000096469.7,1,protein_coding
ENSMUSG00000040511,ENSMUSG00000040511.15,ENSMUST00000043517,ENSMUST00000043517.8,1,protein_coding
ENSMUSG00000023286,ENSMUSG00000023286.17,ENSMUST00000024056,ENSMUST00000024056.10,1,protein_coding
ENSMUSG00000030254,ENSMUSG00000030254.17,ENSMUST00000068487,ENSMUST00000068487.12,1,protein_coding
ENSMUSG00000039704,ENSMUSG00000039704.9,ENSMUST00000227556,ENSMUST00000227556.3,1,protein_coding
ENSMUSG00000073267,ENSMUSG00000073267.6,ENSMUST00000120268,ENSMUST00000120268.2,1,protein_coding
ENSMUSG00000046991,ENSMUSG00000046991.13,ENSMUST00000238668,ENSMUST00000238668.2,1,protein_coding
ENSMUSG00000032087,ENSMUSG00000032087.12,ENSMUST00000239471,ENSMUST00000239471.2,1,protein_coding
ENSMUSG00000092292,ENSMUSG00000092292.4,ENSMUST00000216181,ENSMUST00000216181.2,1,protein_coding
ENSMUSG00000081362,ENSMUSG00000081362.4,ENSMUST00000162514,ENSMUST00000162514.3,1,protein_coding
ENSMUSG00000062629,ENSMUSG00000062629.5,ENSMUST00000216249,ENSMUST00000216249.2,1,protein_coding
ENSMUSG00000078810,ENSMUSG00000078810.5,ENSMUST00000206928,ENSMUST00000206928.2,1,protein_coding
ENSMUSG00000092413,ENSMUSG00000092413.7,ENSMUST00000221552,ENSMUST00000221552.2,1,protein_coding
ENSMUSG00000079655,ENSMUSG00000079655.10,ENSMUST00000089165,ENSMUST00000089165.9,1,protein_coding
ENSMUSG00000050088,ENSMUSG00000050088.10,ENSMUST00000164837,ENSMUST00000164837.3,1,protein_coding
ENSMUSG00000030220,ENSMUSG00000030220.14,ENSMUST00000032344,ENSMUST00000032344.12,1,protein_coding
ENSMUSG00000040498,ENSMUSG00000040498.8,ENSMUST00000043440,ENSMUST00000043440.8,1,protein_coding
ENSMUSG00000082639,ENSMUSG00000082639.9,ENSMUST00000121900,ENSMUST00000121900.8,1,protein_coding
ENSMUSG00000061336,ENSMUSG00000061336.4,ENSMUST00000216128,ENSMUST00000216128.2,1,protein_coding
ENSMUSG00000095286,ENSMUSG00000095286.4,ENSMUST00000215414,ENSMUST00000215414.2,1,protein_coding
ENSMUSG00000080990,ENSMUSG00000080990.3,ENSMUST00000216551,ENSMUST00000216551.2,1,protein_coding
ENSMUSG00000028538,ENSMUSG00000028538.13,ENSMUST00000030263,ENSMUST00000030263.9,1,protein_coding
ENSMUSG00000059964,ENSMUSG00000059964.10,ENSMUST00000213732,ENSMUST00000213732.2,1,protein_coding
ENSMUSG00000083628,ENSMUSG00000083628.2,ENSMUST00000119590,ENSMUST00000119590.2,1,protein_coding
ENSMUSG00000001123,ENSMUSG00000001123.16,ENSMUST00000108269,ENSMUST00000108269.10,1,protein_coding
ENSMUSG00000063994,ENSMUSG00000063994.6,ENSMUST00000077498,ENSMUST00000077498.4,1,protein_coding
ENSMUSG00000060017,ENSMUSG00000060017.9,ENSMUST00000174675,ENSMUST00000174675.4,1,protein_coding
ENSMUSG00000095063,ENSMUSG00000095063.2,ENSMUST00000096913,ENSMUST00000096913.4,1,protein_coding
ENSMUSG00000066097,ENSMUSG00000066097.7,ENSMUST00000015368,ENSMUST00000015368.8,1,protein_coding
ENSMUSG00000071788,ENSMUSG00000071788.6,ENSMUST00000119649,ENSMUST00000119649.2,1,protein_coding
ENSMUSG00000030541,ENSMUSG00000030541.17,ENSMUST00000107384,ENSMUST00000107384.10,1,protein_coding
ENSMUSG00000032249,ENSMUSG00000032249.15,ENSMUST00000085519,ENSMUST00000085519.13,1,protein_coding
ENSMUSG00000082932,ENSMUSG00000082932.4,ENSMUST00000124729,ENSMUST00000124729.4,1,protein_coding
ENSMUSG00000029913,ENSMUSG00000029913.15,ENSMUST00000031976,ENSMUST00000031976.14,1,protein_coding
ENSMUSG00000058153,ENSMUSG00000058153.16,ENSMUST00000212480,ENSMUST00000212480.2,1,protein_coding
ENSMUSG00000036273,ENSMUSG00000036273.16,ENSMUST00000060642,ENSMUST00000060642.7,1,protein_coding
ENSMUSG00000080725,ENSMUSG00000080725.10,ENSMUST00000119231,ENSMUST00000119231.8,1,protein_coding
ENSMUSG00000023571,ENSMUSG00000023571.5,ENSMUST00000024338,ENSMUST00000024338.5,1,protein_coding
ENSMUSG00000023883,ENSMUSG00000023883.14,ENSMUST00000024657,ENSMUST00000024657.12,1,protein_coding
ENSMUSG00000050796,ENSMUSG00000050796.5,ENSMUST00000052185,ENSMUST00000052185.5,1,protein_coding
ENSMUSG00000083947,ENSMUSG00000083947.6,ENSMUST00000119082,ENSMUST00000119082.2,1,protein_coding
ENSMUSG00000064330,ENSMUSG00000064330.10,ENSMUST00000137768,ENSMUST00000137768.2,1,protein_coding
ENSMUSG00000008435,ENSMUSG00000008435.16,ENSMUST00000008579,ENSMUST00000008579.14,1,protein_coding
ENSMUSG00000072722,ENSMUSG00000072722.3,ENSMUST00000100882,ENSMUST00000100882.3,1,protein_coding
ENSMUSG00000036463,ENSMUSG00000036463.9,ENSMUST00000043382,ENSMUST00000043382.9,1,protein_coding
ENSMUSG00000045202,ENSMUSG00000045202.7,ENSMUST00000214770,ENSMUST00000214770.3,1,protein_coding
ENSMUSG00000021319,ENSMUSG00000021319.8,ENSMUST00000222464,ENSMUST00000222464.2,1,protein_coding
ENSMUSG00000052914,ENSMUSG00000052914.5,ENSMUST00000030303,ENSMUST00000030303.6,1,protein_coding
ENSMUSG00000041729,ENSMUSG00000041729.16,ENSMUST00000048043,ENSMUST00000048043.12,1,protein_coding
ENSMUSG00000116780,ENSMUSG00000116780.2,ENSMUST00000097399,ENSMUST00000097399.6,1,protein_coding
ENSMUSG00000044985,ENSMUSG00000044985.7,ENSMUST00000215168,ENSMUST00000215168.2,1,protein_coding
ENSMUSG00000015224,ENSMUSG00000015224.11,ENSMUST00000055693,ENSMUST00000055693.9,1,protein_coding
ENSMUSG00000019854,ENSMUSG00000019854.18,ENSMUST00000126390,ENSMUST00000126390.8,1,protein_coding
ENSMUSG00000050613,ENSMUSG00000050613.6,ENSMUST00000213857,ENSMUST00000213857.2,1,protein_coding
ENSMUSG00000037816,ENSMUSG00000037816.11,ENSMUST00000046974,ENSMUST00000046974.5,1,protein_coding
ENSMUSG00000070777,ENSMUSG00000070777.6,ENSMUST00000094753,ENSMUST00000094753.6,1,protein_coding
ENSMUSG00000109212,ENSMUSG00000109212.4,ENSMUST00000213844,ENSMUST00000213844.2,1,protein_coding
ENSMUSG00000072720,ENSMUSG00000072720.10,ENSMUST00000086617,ENSMUST00000086617.11,1,protein_coding
ENSMUSG00000116953,ENSMUSG00000116953.2,ENSMUST00000061688,ENSMUST00000061688.11,1,protein_coding
ENSMUSG00000052520,ENSMUSG00000052520.8,ENSMUST00000030299,ENSMUST00000030299.8,1,protein_coding
ENSMUSG00000114559,ENSMUSG00000114559.2,ENSMUST00000225905,ENSMUST00000225905.2,1,protein_coding
ENSMUSG00000078639,ENSMUSG00000078639.2,ENSMUST00000107071,ENSMUST00000107071.2,1,protein_coding
ENSMUSG00000029701,ENSMUSG00000029701.16,ENSMUST00000007993,ENSMUST00000007993.16,1,protein_coding
ENSMUSG00000071392,ENSMUSG00000071392.7,ENSMUST00000208948,ENSMUST00000208948.2,1,protein_coding
ENSMUSG00000071909,ENSMUSG00000071909.3,ENSMUST00000096633,ENSMUST00000096633.3,1,protein_coding
ENSMUSG00000094918,ENSMUSG00000094918.4,ENSMUST00000099518,ENSMUST00000099518.4,1,protein_coding
ENSMUSG00000079654,ENSMUSG00000079654.4,ENSMUST00000159200,ENSMUST00000159200.2,1,protein_coding
ENSMUSG00000059554,ENSMUSG00000059554.13,ENSMUST00000052648,ENSMUST00000052648.9,1,protein_coding
ENSMUSG00000032554,ENSMUSG00000032554.16,ENSMUST00000035158,ENSMUST00000035158.16,1,protein_coding
ENSMUSG00000030222,ENSMUSG00000030222.14,ENSMUST00000117919,ENSMUST00000117919.8,1,protein_coding
ENSMUSG00000029076,ENSMUSG00000029076.15,ENSMUST00000050078,ENSMUST00000050078.13,1,protein_coding
ENSMUSG00000039835,ENSMUSG00000039835.17,ENSMUST00000207038,ENSMUST00000207038.2,1,protein_coding
ENSMUSG00000034575,ENSMUSG00000034575.14,ENSMUST00000198607,ENSMUST00000198607.5,1,protein_coding
ENSMUSG00000001576,ENSMUSG00000001576.16,ENSMUST00000167662,ENSMUST00000167662.8,1,protein_coding
ENSMUSG00000048747,ENSMUSG00000048747.15,ENSMUST00000146447,ENSMUST00000146447.8,1,protein_coding
ENSMUSG00000029910,ENSMUSG00000029910.15,ENSMUST00000116605,ENSMUST00000116605.8,1,protein_coding
ENSMUSG00000062905,ENSMUSG00000062905.3,ENSMUST00000079584,ENSMUST00000079584.3,1,protein_coding
ENSMUSG00000019853,ENSMUSG00000019853.7,ENSMUST00000020000,ENSMUST00000020000.7,1,protein_coding
ENSMUSG00000059375,ENSMUSG00000059375.6,ENSMUST00000227418,ENSMUST00000227418.2,1,protein_coding
ENSMUSG00000047295,ENSMUSG00000047295.17,ENSMUST00000088555,ENSMUST00000088555.10,1,protein_coding
ENSMUSG00000062991,ENSMUSG00000062991.10,ENSMUST00000209107,ENSMUST00000209107.4,1,protein_coding
ENSMUSG00000058114,ENSMUSG00000058114.4,ENSMUST00000217223,ENSMUST00000217223.2,1,protein_coding
ENSMUSG00000028273,ENSMUSG00000028273.16,ENSMUST00000195975,ENSMUST00000195975.5,1,protein_coding
ENSMUSG00000029075,ENSMUSG00000029075.7,ENSMUST00000030952,ENSMUST00000030952.6,1,protein_coding
ENSMUSG00000118670,ENSMUSG00000118670.1,ENSMUST00000239545,ENSMUST00000239545.1,1,protein_coding
ENSMUSG00000059030,ENSMUSG00000059030.6,ENSMUST00000216440,ENSMUST00000216440.2,1,protein_coding
ENSMUSG00000032243,ENSMUSG00000032243.9,ENSMUST00000034774,ENSMUST00000034774.9,1,protein_coding
ENSMUSG00000061306,ENSMUSG00000061306.17,ENSMUST00000103018,ENSMUST00000103018.11,1,protein_coding
ENSMUSG00000079710,ENSMUSG00000079710.11,ENSMUST00000179539,ENSMUST00000179539.9,1,protein_coding
ENSMUSG00000109376,ENSMUSG00000109376.2,ENSMUST00000049620,ENSMUST00000049620.6,1,protein_coding
ENSMUSG00000081724,ENSMUSG00000081724.5,ENSMUST00000122318,ENSMUST00000122318.4,1,protein_coding
ENSMUSG00000022575,ENSMUSG00000022575.6,ENSMUST00000023238,ENSMUST00000023238.6,1,protein_coding
ENSMUSG00000098678,ENSMUSG00000098678.2,ENSMUST00000184858,ENSMUST00000184858.2,1,protein_coding
